香港,#genre#
Cartoon Network,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Cn
Nickelodeon,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Nickelodeon
Nick Jr,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Nickjr
海外新闻,#genre#
Skynews,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=skynews_twn
ABC News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=abcnews_glo
东森财经新闻 ETTV Business,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvcaijing_twn
CBS HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=cbshd_glo
CBSN HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=cbsn_glo
France 24,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=france24_twn
DW (Deutsch),https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=dw_twn
NHK World,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=nhkworld_japan
Fox News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=foxnews_twn
CGTN,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=CGTN
CNN International,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Cnn
CNN backup,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=cnn_twn
CNBC,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=cnbc_twn
CNA,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=cna
BBC World News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bbcnews_twn
BBC World News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Bbcnews
Bloomberg News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bloomberg_twn
Al-Jazeera,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=aljazeera_twn

